latent_axis,R2_from_structural_scale,intercept,coef_n_qubits,coef_depth_setting,coef_parameter_count,coef_two_qubit_gate_count
PC1,0.5687837053006624,-0.11621482790055951,0.2701489220124886,0.485788189693165,-0.04573444920241998,-0.05986638110304547
PC2,0.2962927475980799,-0.3360698486676171,0.07372734640089368,-0.3117743545772224,0.007005787403424835,0.0391140123801301
