family,n_qubits,depth_setting,instance,seed,effective_hilbert_dim,expressibility_kl,meyer_wallach_mean,meyer_wallach_std,gradient_variance_mean_local_z,gradient_variance_median_local_z,log10_gradient_variance_mean_local_z,mean_abs_gradient_local_z,near_zero_gradient_fraction_local_z,gradient_variance_mean_staggered_z,gradient_variance_median_staggered_z,log10_gradient_variance_mean_staggered_z,mean_abs_gradient_staggered_z,near_zero_gradient_fraction_staggered_z,parameter_count,logical_depth,compiled_depth,total_gate_count,two_qubit_gate_count,connectivity_edges,connectivity_density,mean_degree,max_degree,degree_std,n_components,largest_component_fraction,global_efficiency,avg_shortest_path,diameter,avg_shortest_path_lcc,diameter_lcc,clustering_coefficient,mean_edges_per_layer,std_edges_per_layer,edge_coverage,edge_reuse_fraction
hea_line,4,4,8,4450,16.0,0.0024424572992862,0.8000093125655456,0.0878644330193897,0.0175730105515737,0.0068715775354074,-1.7551538301988352,0.0609124632257817,0.4791666666666667,0.0049927113336176,0.0043010700453857,-2.301663543065879,0.0477685383895171,0.1666666666666666,48.0,13.0,13.0,28.0,12.0,3.0,0.5,1.5,2.0,0.5,1.0,1.0,0.7222222222222222,1.6666666666666667,3.0,1.6666666666666667,3.0,0.0,3.0,0.0,0.5,0.75
hea_line,4,4,9,4451,16.0,0.0021799030962672,0.787124628099528,0.1042388135228756,0.0178471877730505,0.005572723623899,-1.7484302070512472,0.0628171977913112,0.4791666666666667,0.0048727372841894,0.0045643072626375,-2.312227003168789,0.0478606051811273,0.1666666666666666,48.0,13.0,13.0,28.0,12.0,3.0,0.5,1.5,2.0,0.5,1.0,1.0,0.7222222222222222,1.6666666666666667,3.0,1.6666666666666667,3.0,0.0,3.0,0.0,0.5,0.75
hea_line,4,5,0,4542,16.0,0.0028013250318673,0.815080825932793,0.0752348163442104,0.0169928179714451,0.0159184465543221,-1.7697345947644174,0.071624105052362,0.3833333333333333,0.0055641381865086,0.0056685631200403,-2.2546020927538666,0.0522888529770868,0.1333333333333333,60.0,16.0,16.0,35.0,15.0,3.0,0.5,1.5,2.0,0.5,1.0,1.0,0.7222222222222222,1.6666666666666667,3.0,1.6666666666666667,3.0,0.0,3.0,0.0,0.5,0.8
hea_line,4,5,1,4543,16.0,0.001396163302479,0.8221407292064024,0.0728705181242067,0.0190740079563971,0.0134928497533613,-1.7195580405430086,0.0745565963219435,0.3833333333333333,0.0054549827234112,0.0055559425665032,-2.263206620536511,0.0523120847966649,0.1333333333333333,60.0,16.0,16.0,35.0,15.0,3.0,0.5,1.5,2.0,0.5,1.0,1.0,0.7222222222222222,1.6666666666666667,3.0,1.6666666666666667,3.0,0.0,3.0,0.0,0.5,0.8
hea_line,4,5,2,4544,16.0,0.0020885783971103,0.8092573625260547,0.0866773358895762,0.0178759960278203,0.0163044898550112,-1.74772975051514,0.0735413061792434,0.3833333333333333,0.0058813519913161,0.0063211458992208,-2.230522827856643,0.054637271795782,0.1333333333333333,60.0,16.0,16.0,35.0,15.0,3.0,0.5,1.5,2.0,0.5,1.0,1.0,0.7222222222222222,1.6666666666666667,3.0,1.6666666666666667,3.0,0.0,3.0,0.0,0.5,0.8
hea_line,4,5,3,4545,16.0,0.0011740754591528,0.808825726557684,0.0947925187065826,0.0173589898524213,0.0180461156465246,-1.7604755507196337,0.0725999316388867,0.3833333333333333,0.0053584105517774,0.0056288078034194,-2.270964014591046,0.0524017256989877,0.1333333333333333,60.0,16.0,16.0,35.0,15.0,3.0,0.5,1.5,2.0,0.5,1.0,1.0,0.7222222222222222,1.6666666666666667,3.0,1.6666666666666667,3.0,0.0,3.0,0.0,0.5,0.8
hea_line,4,5,4,4546,16.0,0.0020596512948232,0.8197238391761132,0.0764694037527143,0.0188554578082946,0.0174080114218472,-1.7245629185114812,0.0773971421722756,0.3833333333333333,0.0052949967543922,0.0055377677730195,-2.2761343017604587,0.0519997253714358,0.1333333333333333,60.0,16.0,16.0,35.0,15.0,3.0,0.5,1.5,2.0,0.5,1.0,1.0,0.7222222222222222,1.6666666666666667,3.0,1.6666666666666667,3.0,0.0,3.0,0.0,0.5,0.8
hea_line,4,5,5,4547,16.0,0.0027594574637888,0.8191555532528656,0.0805407244402162,0.0173033200639299,0.0138258190886282,-1.7618705588882526,0.0711946573363715,0.3833333333333333,0.0052917552857875,0.0052276120804945,-2.2764002477213943,0.051408093837502,0.1333333333333333,60.0,16.0,16.0,35.0,15.0,3.0,0.5,1.5,2.0,0.5,1.0,1.0,0.7222222222222222,1.6666666666666667,3.0,1.6666666666666667,3.0,0.0,3.0,0.0,0.5,0.8
hea_line,4,5,6,4548,16.0,0.0016116680799641,0.8040959559184262,0.089868112377124,0.0182444480200656,0.0142230105817792,-1.7388692715410927,0.0724462689873442,0.3833333333333333,0.0051829531334104,0.0053296060792833,-2.2854227182284355,0.0508544337418039,0.1333333333333333,60.0,16.0,16.0,35.0,15.0,3.0,0.5,1.5,2.0,0.5,1.0,1.0,0.7222222222222222,1.6666666666666667,3.0,1.6666666666666667,3.0,0.0,3.0,0.0,0.5,0.8
hea_line,4,5,7,4549,16.0,0.0025028820765415,0.819226109941607,0.0852925342806635,0.0173732274102953,0.0142960542412003,-1.7601194955262645,0.0723087179091982,0.3833333333333333,0.0058505222935918,0.0061450892037081,-2.232805361422142,0.0542755702493938,0.1333333333333333,60.0,16.0,16.0,35.0,15.0,3.0,0.5,1.5,2.0,0.5,1.0,1.0,0.7222222222222222,1.6666666666666667,3.0,1.6666666666666667,3.0,0.0,3.0,0.0,0.5,0.8
hea_line,4,5,8,4550,16.0,0.0024677342165398,0.820261066232354,0.0819844268228741,0.017999475608358,0.0121841655415594,-1.744740147325243,0.0716217550728897,0.3833333333333333,0.0053763808540577,0.0052456950156374,-2.269509974151192,0.0522241126037658,0.1333333333333333,60.0,16.0,16.0,35.0,15.0,3.0,0.5,1.5,2.0,0.5,1.0,1.0,0.7222222222222222,1.6666666666666667,3.0,1.6666666666666667,3.0,0.0,3.0,0.0,0.5,0.8
hea_line,4,5,9,4551,16.0,0.0033959030780151,0.809726666165933,0.0866094725460919,0.0187496905500033,0.0150003320175096,-1.7270058955914618,0.0749914473192382,0.3833333333333333,0.0059320155207321,0.0059641736654477,-2.2267977213389507,0.0534572491299177,0.1333333333333333,60.0,16.0,16.0,35.0,15.0,3.0,0.5,1.5,2.0,0.5,1.0,1.0,0.7222222222222222,1.6666666666666667,3.0,1.6666666666666667,3.0,0.0,3.0,0.0,0.5,0.8
hea_line,6,1,0,6142,64.0,0.2295607455323539,0.6959174455129091,0.1537644599826619,0.0277469131424269,5.072628879528586e-33,-1.556785325326138,0.035743318819857,0.9444444444444444,0.0023873802242419,6.451242428843574e-34,-2.6220784079141217,0.0163654307772032,0.6666666666666666,18.0,6.0,6.0,11.0,5.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.0
hea_line,6,1,1,6143,64.0,0.1932086321715211,0.7261610364270714,0.1376345223057687,0.0265042655042241,4.370888028813152e-33,-1.576684226596292,0.0339455230870122,0.9444444444444444,0.0031860201644346,6.7009327948398155e-34,-2.4967514798610013,0.0174172423637792,0.6666666666666666,18.0,6.0,6.0,11.0,5.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.0
hea_line,6,1,2,6144,64.0,0.1860968476602952,0.7434975804665055,0.1568249147049975,0.0278656014099961,4.497579604836173e-33,-1.5549315793357874,0.0353919141607582,0.9444444444444444,0.002701365586583,7.717716479727024e-34,-2.5684166370300465,0.0162272890582407,0.6666666666666666,18.0,6.0,6.0,11.0,5.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.0
hea_line,6,1,3,6145,64.0,0.2424162631584228,0.7121586266337466,0.1626160145942683,0.0285138331286692,5.949752924553956e-33,-1.5449443963443172,0.0357980016373288,0.9444444444444444,0.003250995284044,8.006165348617168e-34,-2.487983660499306,0.0178055449640078,0.6666666666666666,18.0,6.0,6.0,11.0,5.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.0
hea_line,6,1,4,6146,64.0,0.2185506569075807,0.6931374891923825,0.1638026432925376,0.0265323006442988,4.851456171616653e-33,-1.576225090243696,0.0351620310982091,0.9444444444444444,0.0028737120718809,5.719011731335309e-34,-2.541556747634464,0.0170141366891736,0.6666666666666666,18.0,6.0,6.0,11.0,5.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.0
hea_line,6,1,5,6147,64.0,0.2097777275327294,0.720097254720821,0.141804946974137,0.0278220238204598,5.035333590443995e-33,-1.555611281889273,0.0347340196787951,0.9444444444444444,0.003163644538483,8.534135771446108e-34,-2.4998123189947354,0.0171170396950706,0.6666666666666666,18.0,6.0,6.0,11.0,5.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.0
hea_line,6,1,6,6148,64.0,0.1926707238664236,0.741469039960272,0.119859269724656,0.0245317261214087,5.1327456362339925e-33,-1.6102718925343915,0.0321061412247381,0.9444444444444444,0.0030104866731148,9.399562109950493e-34,-2.521363290996438,0.0165635102255543,0.6666666666666666,18.0,6.0,6.0,11.0,5.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.0
hea_line,6,1,7,6149,64.0,0.2285092418232209,0.7528199416728897,0.1525536011409821,0.0292663220120982,5.0342250967283585e-33,-1.5336318532483637,0.0362402798098995,0.9444444444444444,0.0029952276761054,9.80756110417035e-34,-2.523570160013185,0.0180588974053893,0.6666666666666666,18.0,6.0,6.0,11.0,5.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.0
hea_line,6,1,8,6150,64.0,0.2018574449803612,0.7096629775755189,0.167022903342127,0.0295980805707036,5.153743743474405e-33,-1.5287364519336473,0.0371045503802918,0.9444444444444444,0.00291138110655,8.167921991340822e-34,-2.5359009406834043,0.0170138240118165,0.6666666666666666,18.0,6.0,6.0,11.0,5.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.0
hea_line,6,1,9,6151,64.0,0.2332885752668162,0.7355794069440283,0.1475457882378328,0.0255721109471459,5.799722429242434e-33,-1.5922334200042951,0.0332575424076103,0.9444444444444444,0.0029488578067069,5.810289249446244e-34,-2.5303461685303907,0.0167942369307281,0.6666666666666666,18.0,6.0,6.0,11.0,5.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.0
hea_line,6,2,0,6242,64.0,0.0256326344207159,0.7943754365551368,0.1168316951277871,0.0176480142726921,4.731539300473401e-33,-1.7533041536715113,0.0344282667281423,0.8333333333333334,0.002031639953762,0.0005696906980004,-2.6921532550245013,0.0218261477527968,0.3333333333333333,36.0,9.0,9.0,22.0,10.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.5
hea_line,6,2,1,6243,64.0,0.0255492380240365,0.7822578019186242,0.1097603649754095,0.0207829210585256,3.260651460161352e-33,-1.6822934120029305,0.037974326355712,0.8333333333333334,0.0017768377149661,0.0005583615073012,-2.7503522360738164,0.0202061133260344,0.3333333333333333,36.0,9.0,9.0,22.0,10.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.5
hea_line,6,2,2,6244,64.0,0.0291162020885144,0.8067242623132952,0.102562630991648,0.0216971640632114,4.633653179301405e-33,-1.6635970270816671,0.0386525700662788,0.8333333333333334,0.0018999829166871,0.0004323551151669,-2.7212503039007845,0.0208759681872065,0.3333333333333333,36.0,9.0,9.0,22.0,10.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.5
hea_line,6,2,3,6245,64.0,0.031894011394229,0.8075811709130472,0.1067728562533639,0.0176086600046164,4.7849684817326065e-33,-1.754273692002241,0.0337280095328569,0.8333333333333334,0.0019857206952456,0.0004595957985221,-2.7020818379373357,0.0218371232749438,0.3333333333333333,36.0,9.0,9.0,22.0,10.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.5
hea_line,6,2,4,6246,64.0,0.0241211295084931,0.7942038622063504,0.1079492202260647,0.0188998194655338,4.776768140256315e-33,-1.7235423442657465,0.0366120689908363,0.8333333333333334,0.0020550186229814,0.000395568951496,-2.6871842381083884,0.0215898789437928,0.3333333333333333,36.0,9.0,9.0,22.0,10.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.5
hea_line,6,2,5,6247,64.0,0.0237723526541941,0.79648399164203,0.1096126279263691,0.0184324658580075,4.053821568533232e-33,-1.734416561856855,0.0345541559440436,0.8333333333333334,0.0017346641992917,0.0004645901614547,-2.760784584567286,0.0197673381942163,0.3333333333333333,36.0,9.0,9.0,22.0,10.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.5
hea_line,6,2,6,6248,64.0,0.0326485371410964,0.7941437970148375,0.1058487824164793,0.0215507877451495,3.5062964732679976e-33,-1.666536850462929,0.0389952380872419,0.8333333333333334,0.0018166579525474,0.0005224781429135,-2.740726835655657,0.0206592742883771,0.3333333333333333,36.0,9.0,9.0,22.0,10.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.5
hea_line,6,2,7,6249,64.0,0.0244195146833119,0.7825243848763861,0.102181001595881,0.0178129357353851,4.465138649988956e-33,-1.7492644989192032,0.035913555109987,0.8333333333333334,0.0018950950831145,0.0005219515027714,-2.722368995175577,0.0211830957255117,0.3333333333333333,36.0,9.0,9.0,22.0,10.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.5
hea_line,6,2,8,6250,64.0,0.0207216144017916,0.8059378969771888,0.1003685691578416,0.0185280097309044,3.893676911409151e-33,-1.7321712298612826,0.0357494281821123,0.8333333333333334,0.001965753789355,0.0005498418287256,-2.706470878477726,0.0215984288240125,0.3333333333333333,36.0,9.0,9.0,22.0,10.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.5
hea_line,6,2,9,6251,64.0,0.0406892542545933,0.8110837861306557,0.1027908629307966,0.017484209275255,4.9668403787572884e-33,-1.7573540039128517,0.034379316641887,0.8333333333333334,0.0016744060048666,0.0004672364691882,-2.7761392271707037,0.0201314868431696,0.3333333333333333,36.0,9.0,9.0,22.0,10.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.5
hea_line,6,3,0,6342,64.0,0.003601474407748,0.8752202940969422,0.0559975595626001,0.0165519262366746,3.183267059910832e-33,-1.7811514577626064,0.0423271358028356,0.7407407407407407,0.0014558918539044,0.0007241579960464,-2.836870883949425,0.0219485228004934,0.2222222222222222,54.0,12.0,12.0,33.0,15.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.6666666666666667
hea_line,6,3,1,6343,64.0,0.0057220938143482,0.8818308548437084,0.0743913411802452,0.0153849986610789,3.5388342969497915e-33,-1.8129025372121703,0.0422653326820856,0.7407407407407407,0.0013231305798025,0.0006026394810887,-2.8783972931599995,0.0210614679659539,0.2222222222222222,54.0,12.0,12.0,33.0,15.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.6666666666666667
hea_line,6,3,2,6344,64.0,0.0047511795935653,0.8664345463343974,0.0706411137199977,0.015002558897544,3.69268298775252e-33,-1.8238346595908168,0.0396411166464246,0.7407407407407407,0.0014194407293665,0.0007721666521264,-2.847882737302577,0.0218268939363481,0.2222222222222222,54.0,12.0,12.0,33.0,15.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.6666666666666667
hea_line,6,3,3,6345,64.0,0.0033221657927925,0.8867068711703952,0.0650260244360948,0.0155389311889945,2.705064353732069e-33,-1.8085788564929703,0.0407977429127285,0.7407407407407407,0.0014013435345101,0.0006631754149279,-2.8534553858753324,0.0220012309351716,0.2222222222222222,54.0,12.0,12.0,33.0,15.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.6666666666666667
hea_line,6,3,4,6346,64.0,0.0070442634986175,0.8842653354359454,0.0588748954692279,0.0166809875364047,3.2637432887489026e-33,-1.7777782421325832,0.0444892440468727,0.7407407407407407,0.001468663704457,0.0006055475191731,-2.833077637850841,0.0219581087440858,0.2222222222222222,54.0,12.0,12.0,33.0,15.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.6666666666666667
hea_line,6,3,5,6347,64.0,0.0053529199922037,0.8919401442326024,0.0674686177257107,0.0137826122651158,3.797350738641013e-33,-1.8606684613248936,0.0373600953565324,0.7407407407407407,0.0014777925808645,0.0006937274130352,-2.830386518111305,0.0222053724134217,0.2222222222222222,54.0,12.0,12.0,33.0,15.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.6666666666666667
hea_line,6,3,6,6348,64.0,0.0081724680756717,0.884934728686117,0.0627534123937433,0.0146428753208248,3.672476851208004e-33,-1.8343736354800135,0.0387372221102248,0.7407407407407407,0.0015539558478553,0.0006838937064862,-2.8085613248563286,0.022475131575679,0.2222222222222222,54.0,12.0,12.0,33.0,15.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.6666666666666667
hea_line,6,3,7,6349,64.0,0.0022997437055255,0.8901820150026851,0.0663196844725693,0.0160330877600688,3.117288192380466e-33,-1.7949828302333826,0.0409662747730434,0.7407407407407407,0.0016135046010463,0.0007153713061301,-2.7922297918304486,0.0230008780316254,0.2222222222222222,54.0,12.0,12.0,33.0,15.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.6666666666666667
hea_line,6,3,8,6350,64.0,0.0043915790669437,0.8660801519617608,0.0788625325399756,0.0157132638673511,2.7657419608620345e-33,-1.8037335964778625,0.0420078769978812,0.7407407407407407,0.0014657182777116,0.0008080853681846,-2.8339494964021634,0.0220909623800371,0.2222222222222222,54.0,12.0,12.0,33.0,15.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.6666666666666667
hea_line,6,3,9,6351,64.0,0.0054708015767023,0.878901610864513,0.0637138437886767,0.0167703350799351,2.7715060587764207e-33,-1.7754582598797206,0.0420562421878585,0.7407407407407407,0.0015673990344118,0.0008532555049007,-2.8048204251129185,0.0225822305940586,0.2222222222222222,54.0,12.0,12.0,33.0,15.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.6666666666666667
hea_line,6,4,0,6442,64.0,0.001218893882524,0.9099973012153576,0.0527963385528702,0.0130245954919791,3.0265195713994587e-33,-1.885235755808041,0.0425039520522204,0.6527777777777778,0.0013366266309085,0.0008977102545118,-2.873989890256023,0.0235024702148499,0.1666666666666666,72.0,15.0,15.0,44.0,20.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.75
hea_line,6,4,1,6443,64.0,0.000777615762914,0.9153185906257212,0.0444014251551598,0.012886187421554,2.9523571375089585e-33,-1.8898755564015333,0.0436477924129057,0.6527777777777778,0.0012101409525324,0.0008993591092085,-2.9171640417976974,0.0224108039710941,0.1666666666666666,72.0,15.0,15.0,44.0,20.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.75
hea_line,6,4,2,6444,64.0,0.0003972522038837,0.9128984399266172,0.0504332796850757,0.0116416098561602,2.9893259045065838e-33,-1.933986959264837,0.0411524615237912,0.6527777777777778,0.001268101398939,0.0008915458509565,-2.896846018347793,0.0228600378324649,0.1666666666666666,72.0,15.0,15.0,44.0,20.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.75
hea_line,6,4,3,6445,64.0,0.0009753760764158,0.9148062106286112,0.0485227061734124,0.0118486924848327,3.186986995799208e-33,-1.926329571843936,0.0417622736027266,0.6527777777777778,0.0012913273411561,0.000840289020306,-2.888963653598992,0.0231147759002069,0.1666666666666666,72.0,15.0,15.0,44.0,20.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.75
hea_line,6,4,4,6446,64.0,0.0004779009072638,0.9109237881474532,0.0463235139312788,0.0125877542489855,3.446338984885622e-33,-1.9000517444171696,0.0424227050669054,0.6527777777777778,0.0013440106516723,0.0009970148835626,-2.8715972893594426,0.0233485267223247,0.1666666666666666,72.0,15.0,15.0,44.0,20.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.75
hea_line,6,4,5,6447,64.0,0.000527214162708,0.9067501750671448,0.0516263249523363,0.0135252014798328,3.80674431821585e-33,-1.8688562566518652,0.0435265894842344,0.6527777777777778,0.0014176220260845,0.0008937356373369,-2.848439547620786,0.0238377308383283,0.1666666666666666,72.0,15.0,15.0,44.0,20.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.75
hea_line,6,4,6,6448,64.0,0.0019232895761996,0.9058879492189188,0.0498470026096388,0.0118725113612301,3.2062637580325734e-33,-1.9254574061538456,0.0417551458862828,0.6527777777777778,0.0012624804068394,0.0008714815947282,-2.898775353223181,0.0229567129887931,0.1666666666666666,72.0,15.0,15.0,44.0,20.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.75
hea_line,6,4,7,6449,64.0,0.0008231497427268,0.9132354782486828,0.038664093673642,0.0123459118545963,2.9414784043078812e-33,-1.9084768280654156,0.0435963882531034,0.6527777777777778,0.0012755687895046,0.0009158027181307,-2.894296115574998,0.0229717630628139,0.1666666666666666,72.0,15.0,15.0,44.0,20.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.75
hea_line,6,4,8,6450,64.0,0.0013914135296504,0.9137468470445828,0.0445084179151554,0.0126263190721723,2.832209583705483e-33,-1.8987232400733816,0.0425113940755867,0.6527777777777778,0.0012312315724389,0.0008863158496295,-2.9096602564317777,0.0226475078254924,0.1666666666666666,72.0,15.0,15.0,44.0,20.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.75
hea_line,6,4,9,6451,64.0,0.0011056136884832,0.9097773905933796,0.0470723564795065,0.0122712159357341,3.102273450213829e-33,-1.9111124015748864,0.0418667844989304,0.6527777777777778,0.0011571065170693,0.0007576353137835,-2.936626660368753,0.0222006910919861,0.1666666666666666,72.0,15.0,15.0,44.0,20.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.75
hea_line,6,5,0,6542,64.0,0.0002634281060696,0.9385223976243102,0.0255610574646894,0.009362265954731,3.698206029636824e-33,-2.028619025990934,0.0416774705998706,0.5666666666666667,0.0011067413157064,0.0009232297190439,-2.955953877124625,0.0230416390109532,0.1333333333333333,90.0,18.0,18.0,55.0,25.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.8
hea_line,6,5,1,6543,64.0,0.0006447245357467,0.9310361739188048,0.0325410948948209,0.0097142175537782,4.358827912695817e-33,-2.0125921745558597,0.0432590662393116,0.5666666666666667,0.0011204013144356,0.000986837322762,-2.950626390341317,0.0226845343693883,0.1333333333333333,90.0,18.0,18.0,55.0,25.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,5.0,0.0,0.3333333333333333,0.8
