,PC1,PC2,PC3
expressibility_kl,0.5895613678667901,0.371546474379813,0.7171963544908538
meyer_wallach_mean,-0.554206107767809,0.8320174343742958,0.02454748480130009
log10_gradient_variance,-0.5875993393732633,-0.41194684884478144,0.6964386621196152
