family,n_qubits,depth_setting,effective_hilbert_dim,expressibility_kl,meyer_wallach_mean,meyer_wallach_std,gradient_variance_mean_local_z,gradient_variance_median_local_z,log10_gradient_variance_mean_local_z,mean_abs_gradient_local_z,near_zero_gradient_fraction_local_z,gradient_variance_mean_staggered_z,gradient_variance_median_staggered_z,log10_gradient_variance_mean_staggered_z,mean_abs_gradient_staggered_z,near_zero_gradient_fraction_staggered_z,parameter_count,logical_depth,compiled_depth,total_gate_count,two_qubit_gate_count,connectivity_edges,connectivity_density,mean_degree,max_degree,degree_std,n_components,largest_component_fraction,global_efficiency,avg_shortest_path,diameter,avg_shortest_path_lcc,diameter_lcc,clustering_coefficient,mean_edges_per_layer,std_edges_per_layer,edge_coverage,edge_reuse_fraction,pareto_quantum
hea_ring,8.0,5.0,256.0,0.00010378300772468738,0.9872148285923771,0.00424728885144916,0.0016752708602031398,0.00179965072903966,-2.7759700932194074,0.029130440968538368,0.15,0.00019476352983377002,0.00021729551877351,-3.710545707911166,0.01006365997756054,0.1333333333333333,120.0,45.0,45.0,80.0,40.0,8.0,0.2857142857142857,2.0,2.0,0.0,1.0,1.0,0.5595238095238094,2.2857142857142856,4.0,2.2857142857142856,4.0,0.0,8.0,0.0,0.2857142857142857,0.8,True
symmetry_xy,4.0,1.0,6.0,0.7276542678780736,0.496597116865682,0.2523782191208943,0.32588730457360116,8.342813104432883e-33,-0.4876412351338712,0.20937537135308423,0.8333333333333334,0.16770743225761084,3.878987627716864e-33,-0.7760081683205562,0.2134287535876081,0.6666666666666666,6.0,3.0,3.0,8.0,4.0,2.0,0.3333333333333333,1.0,1.0,0.0,2.0,0.5,0.3333333333333333,,,1.0,1.0,0.0,2.0,0.0,0.3333333333333333,0.0,True
symmetry_xy,4.0,2.0,6.0,0.16183174365065833,0.5448307806500087,0.24218693435243616,0.18237065898627072,1.5223164209148026e-32,-0.7404693224653645,0.11637164915624965,0.9090909090909092,0.04462728042599033,3.4188873982111155e-33,-1.3517128986737974,0.07987688572577127,0.7272727272727273,11.0,6.0,6.0,14.0,6.0,3.0,0.5,1.5,2.0,0.5,1.0,1.0,0.7222222222222222,1.6666666666666667,3.0,1.6666666666666667,3.0,0.0,1.5,0.5,0.5,0.0,False
symmetry_xy,4.0,3.0,6.0,0.03799247887643839,0.6662691180779905,0.19881608904062326,0.15739802539274317,2.1361690386171096e-32,-0.8035747999928354,0.1707313001759307,0.5294117647058824,0.06551718064808172,0.01667688646234987,-1.1842786469631998,0.14271211355567545,0.2352941176470588,17.0,9.0,9.0,22.0,10.0,3.0,0.5,1.5,2.0,0.5,1.0,1.0,0.7222222222222222,1.6666666666666667,3.0,1.6666666666666667,3.0,0.0,1.6666666666666667,0.4714045207910317,0.5,0.4,True
symmetry_xy,4.0,4.0,6.0,0.01612397173318086,0.7097021836035602,0.18160011699002165,0.1276101227322102,2.1743013347693383e-32,-0.894451765849493,0.1334788302069524,0.6363636363636364,0.03895420151064777,0.01022398453775126,-1.4104861145213028,0.10254012849371692,0.2727272727272727,22.0,12.0,12.0,28.0,12.0,3.0,0.5,1.5,2.0,0.5,1.0,1.0,0.7222222222222222,1.6666666666666667,3.0,1.6666666666666667,3.0,0.0,1.5,0.5,0.5,0.5,False
symmetry_xy,4.0,5.0,6.0,0.01145893463572884,0.7373979629605847,0.16464938751481145,0.1268063546046841,0.05464014444460501,-0.8972727814781564,0.18520573070650018,0.2857142857142857,0.0477736709648341,0.01799966170254137,-1.3220815791464302,0.13654616851349116,0.1428571428571428,28.0,15.0,15.0,36.0,16.0,3.0,0.5,1.5,2.0,0.5,1.0,1.0,0.7222222222222222,1.6666666666666667,3.0,1.6666666666666667,3.0,0.0,1.6,0.4898979485566356,0.5,0.625,True
symmetry_xy,6.0,1.0,20.0,1.489477561655781,0.48780860356491357,0.20992432546115886,0.22385432776324374,1.1465905238126344e-32,-0.6516079725850238,0.14244065009394893,0.888888888888889,0.07354348808657082,4.3826430774827655e-33,-1.1335903554233522,0.14167983120084424,0.6666666666666666,9.0,3.0,3.0,12.0,6.0,3.0,0.2,1.0,1.0,0.0,3.0,0.3333333333333333,0.2,,,1.0,1.0,0.0,3.0,0.0,0.2,0.0,False
symmetry_xy,6.0,2.0,20.0,0.3147238038152166,0.5906088108176986,0.1893921410133244,0.117305759464514,1.7063819035958357e-32,-0.9313040228471369,0.07483625833630832,0.9411764705882352,0.019850915205099712,1.9006334394932326e-33,-1.702697055740544,0.05565124998824794,0.7058823529411765,17.0,6.0,6.0,22.0,10.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,2.5,0.5,0.3333333333333333,0.0,False
symmetry_xy,6.0,3.0,20.0,0.13071870634398405,0.6845258560619676,0.16198659763495993,0.1033941178411157,2.2369490431586043e-32,-0.9865549658635369,0.11115955869258505,0.6923076923076923,0.02669364424828239,0.00625685065262081,-1.5743547753870848,0.08834703378173334,0.2307692307692307,26.0,9.0,9.0,34.0,16.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,2.6666666666666665,0.4714045207910317,0.3333333333333333,0.375,False
symmetry_xy,6.0,4.0,20.0,0.06924067127781428,0.7285121190366749,0.1417456724839053,0.08392163380656784,2.0931905187163772e-32,-1.0765476704069317,0.08874268510311693,0.7647058823529411,0.015159738624239711,0.00391696574209255,-1.8196744801456106,0.06583476438034613,0.2352941176470588,34.0,12.0,12.0,44.0,20.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,2.5,0.5,0.3333333333333333,0.5,False
symmetry_xy,6.0,5.0,20.0,0.04662613225875326,0.7613424320755424,0.12571811162935392,0.07629775006325537,0.0103957066843106,-1.1178481909208025,0.11584711867329638,0.4884186046511628,0.0171668307696285,0.00627439296785601,-1.7658536185430003,0.07987375991913144,0.1395348837209302,43.0,15.0,15.0,56.0,26.0,5.0,0.3333333333333333,1.6666666666666667,2.0,0.4714045207910317,1.0,1.0,0.58,2.333333333333333,5.0,2.333333333333333,5.0,0.0,2.6,0.4898979485566356,0.3333333333333333,0.6153846153846154,True
symmetry_xy,8.0,1.0,70.0,2.2783570184589896,0.49841059991512005,0.16992997985602168,0.17377532309163937,1.2690494343774195e-32,-0.7612640979234974,0.1090847257998021,0.9166666666666666,0.04162471864818298,4.089586552608515e-33,-1.3808049591662148,0.10610322523700848,0.6666666666666666,12.0,3.0,3.0,16.0,8.0,4.0,0.1428571428571428,1.0,1.0,0.0,4.0,0.25,0.1428571428571428,,,1.0,1.0,0.0,4.0,0.0,0.1428571428571428,0.0,False
symmetry_xy,8.0,2.0,70.0,0.5474499231660717,0.6000180332119818,0.16186933263926176,0.0901937061731722,2.0251138591786822e-32,-1.0456917222575313,0.056511846287161306,0.9565217391304348,0.01103403209231972,1.9383356924776678e-33,-1.9576533344403964,0.042145939448509716,0.6956521739130435,23.0,6.0,6.0,30.0,14.0,7.0,0.25,1.75,2.0,0.4330127018922193,1.0,1.0,0.49081632653061213,3.0,7.0,3.0,7.0,0.0,3.5,0.5,0.25,0.0,False
symmetry_xy,8.0,3.0,70.0,0.2195629251853127,0.6940665571332965,0.13908595892961237,0.07752114485370665,2.0421321006420892e-32,-1.1110500436691522,0.08385904530943772,0.7714285714285715,0.013369973037793961,0.00379490295157705,-1.8742405274719574,0.06280946772318062,0.2285714285714285,35.0,9.0,9.0,46.0,22.0,7.0,0.25,1.75,2.0,0.4330127018922193,1.0,1.0,0.49081632653061213,3.0,7.0,3.0,7.0,0.0,3.6666666666666665,0.4714045207910317,0.25,0.3636363636363636,False
symmetry_xy,8.0,4.0,70.0,0.12184699081094293,0.737997196428103,0.12205719199771563,0.06086176900613721,1.6806072496528986e-32,-1.216252946120433,0.06494010403992803,0.8261086956521739,0.00805656659000562,0.00229075658732655,-2.0940680536271072,0.04814228765905049,0.217391304347826,46.0,12.0,12.0,60.0,28.0,7.0,0.25,1.75,2.0,0.4330127018922193,1.0,1.0,0.49081632653061213,3.0,7.0,3.0,7.0,0.0,3.5,0.5,0.25,0.5,False
symmetry_xy,8.0,5.0,70.0,0.08440701190070671,0.7763492955723146,0.10333257090603906,0.05834778280474395,2.3108704434689042e-32,-1.2346389285981734,0.0885707364808286,0.6207241379310344,0.00886569433516311,0.00336593690612636,-2.0526874257498506,0.05677487968311042,0.1379310344827586,58.0,15.0,15.0,76.0,36.0,7.0,0.25,1.75,2.0,0.4330127018922193,1.0,1.0,0.49081632653061213,3.0,7.0,3.0,7.0,0.0,3.6,0.4898979485566356,0.25,0.6111111111111112,True
ttn,4.0,1.0,16.0,0.23374618501899694,0.37336626115477106,0.22576988501868392,0.041652044298965414,4.357458434733841e-33,-1.3811193964658914,0.05304637792348823,0.9166666666666666,0.01017336688732808,1.1567326519964878e-33,-1.9935673562436584,0.04312019144201361,0.6666666666666666,12.0,2.0,2.0,6.0,2.0,2.0,0.3333333333333333,1.0,1.0,0.0,2.0,0.5,0.3333333333333333,,,1.0,1.0,0.0,2.0,0.0,0.3333333333333333,0.0,False
ttn,4.0,2.0,16.0,0.07194176912546718,0.5212707388482353,0.2159017497847425,0.029366359166999027,5.1625489731013154e-33,-1.5325342481207678,0.05548519866626929,0.75,0.0068424669583942,0.00323546798842841,-2.16522165640526,0.045030845214936985,0.3333333333333333,24.0,4.0,4.0,11.0,3.0,3.0,0.5,1.5,2.0,0.5,1.0,1.0,0.7222222222222222,1.6666666666666667,3.0,1.6666666666666667,3.0,0.0,1.5,0.5,0.5,0.0,False
ttn,4.0,3.0,16.0,0.01774611829453578,0.6383185338446152,0.17558277430729813,0.01747246384063779,6.1289933712104656e-33,-1.7585052421956053,0.04709418339297822,0.5555555555555556,0.005589496045011901,0.004367180653399009,-2.2535581781359997,0.04479832170434492,0.22222222222222224,36.0,6.0,6.0,17.0,5.0,3.0,0.5,1.5,2.0,0.5,1.0,1.0,0.7222222222222222,1.6666666666666667,3.0,1.6666666666666667,3.0,0.0,1.6666666666666667,0.4714045207910317,0.5,0.4,False
ttn,4.0,4.0,16.0,0.00686759617530492,0.6610072979920483,0.15587893730047805,0.01915740217976476,0.00345157344497503,-1.7187050492062224,0.06257819799296394,0.4791666666666667,0.00614067156204652,0.00603336960779435,-2.2121793780964083,0.05249542134030891,0.1666666666666666,48.0,8.0,8.0,22.0,6.0,3.0,0.5,1.5,2.0,0.5,1.0,1.0,0.7222222222222222,1.6666666666666667,3.0,1.6666666666666667,3.0,0.0,1.5,0.5,0.5,0.5,False
ttn,4.0,5.0,16.0,0.00373093508593558,0.719239662127139,0.14303747847721587,0.019866764801762422,0.01724556726365537,-1.7021463164814417,0.07763377597577424,0.3333333333333333,0.00562242062505583,0.00532953288516866,-2.2503250589727557,0.05102946435304797,0.1333333333333333,60.0,10.0,10.0,28.0,8.0,3.0,0.5,1.5,2.0,0.5,1.0,1.0,0.7222222222222222,1.6666666666666667,3.0,1.6666666666666667,3.0,0.0,1.6,0.4898979485566356,0.5,0.625,False
ttn,6.0,1.0,64.0,0.2165369639604558,0.3754805788964458,0.18573479917059404,0.028607593831244983,5.021282573098188e-33,-1.5439610383756985,0.035907859416452845,0.9444444444444444,0.004692904524433749,7.742879209108596e-34,-2.3291562401548394,0.02909256724817902,0.6666666666666666,18.0,2.0,2.0,9.0,3.0,3.0,0.2,1.0,1.0,0.0,3.0,0.3333333333333333,0.2,,,1.0,1.0,0.0,3.0,0.0,0.2,0.0,False
ttn,6.0,2.0,64.0,0.08903320954151148,0.49054710798395035,0.17301056055323608,0.01887613700934894,4.752414357401838e-33,-1.7243993716360557,0.036402662903984404,0.8333333333333334,0.0030994116617316498,0.00162189333093331,-2.50898825082673,0.03129965609951208,0.3333333333333333,36.0,4.0,4.0,16.0,4.0,4.0,0.2666666666666666,1.3333333333333333,2.0,0.4714045207910317,2.0,0.6666666666666666,0.3555555555555555,,,1.6666666666666667,3.0,0.0,2.0,1.0,0.2666666666666666,0.0,False
ttn,6.0,3.0,64.0,0.05675882192371483,0.5596467068932933,0.15555043296761728,0.011706856607922918,4.234819839494165e-33,-1.9325964252696575,0.03193358643605097,0.7037037037037037,0.00256669784631809,0.002135094813163,-2.5911720805444913,0.030226606928713977,0.22222222222222224,54.0,6.0,6.0,23.0,5.0,5.0,0.3333333333333333,1.6666666666666667,3.0,0.74535599249993,1.0,1.0,0.6055555555555555,2.066666666666667,4.0,2.066666666666667,4.0,0.0,1.6666666666666667,0.9428090415820634,0.3333333333333333,0.0,False
ttn,6.0,4.0,64.0,0.027629384361362218,0.6974973291627781,0.13436309771103966,0.00712038541201408,4.3660953710708655e-33,-2.14844782232829,0.02642518754965229,0.5972222222222222,0.00200013992015456,0.00153645366604051,-2.6998019538944704,0.027093153339984983,0.1666666666666666,72.0,8.0,8.0,32.0,8.0,5.0,0.3333333333333333,1.6666666666666667,3.0,0.74535599249993,1.0,1.0,0.6055555555555555,2.066666666666667,4.0,2.066666666666667,4.0,0.0,2.0,1.0,0.3333333333333333,0.375,False
ttn,6.0,5.0,64.0,0.014711353000609589,0.7229616812952135,0.12230860240177802,0.0073986215937498,4.783870976942515e-33,-2.131631586176623,0.03242940895823312,0.5444444444444444,0.00212390270678291,0.00228982770525692,-2.6732756112268294,0.031077337371596608,0.1333333333333333,90.0,10.0,10.0,39.0,9.0,5.0,0.3333333333333333,1.6666666666666667,3.0,0.74535599249993,1.0,1.0,0.6055555555555555,2.066666666666667,4.0,2.066666666666667,4.0,0.0,1.8,0.9797958971132712,0.3333333333333333,0.4444444444444445,False
ttn,8.0,1.0,256.0,0.21803018488606982,0.37303264815292936,0.1554025961103232,0.020632358709270368,6.76817004293008e-33,-1.6865851567539507,0.026427407598771168,0.9583333333333334,0.00260833578901015,7.39922507556639e-34,-2.5842963747542704,0.021596231717283483,0.6666666666666666,24.0,2.0,2.0,12.0,4.0,4.0,0.1428571428571428,1.0,1.0,0.0,4.0,0.25,0.1428571428571428,,,1.0,1.0,0.0,4.0,0.0,0.1428571428571428,0.0,False
ttn,8.0,2.0,256.0,0.11181388022730061,0.5271340325402543,0.14746561307743297,0.01431679313913981,5.7481926893605445e-33,-1.8445690931549876,0.027608421308636277,0.875,0.0016957686450297198,0.00090885608913719,-2.7708800759316183,0.02251968014129608,0.3333333333333333,48.0,4.0,4.0,22.0,6.0,6.0,0.2142857142857142,1.5,2.0,0.5,2.0,0.5,0.3095238095238095,,,1.6666666666666667,3.0,0.0,3.0,1.0,0.2142857142857142,0.0,False
ttn,8.0,3.0,256.0,0.0636903142158293,0.572279090336693,0.13565248798107593,0.0088832319243712,4.250126787827831e-33,-2.0525548705094963,0.023897685634981132,0.7777777777777778,0.00143464227180182,0.00138273993964136,-2.843504210351829,0.022954909414697088,0.22222222222222224,72.0,6.0,6.0,31.0,7.0,7.0,0.25,1.75,3.0,0.8291561975888498,1.0,1.0,0.5309523809523807,2.4285714285714284,5.0,2.4285714285714284,5.0,0.0,2.333333333333333,1.247219128924647,0.25,0.0,False
ttn,8.0,4.0,256.0,0.03617857847407942,0.7159930385540031,0.11351383061200346,0.00450138605532855,4.1127457478048096e-33,-2.3473119254361072,0.01718084826755524,0.6250416666666666,0.00103585512446626,0.00080902773212503,-2.9850636053303985,0.01914103567375977,0.1666666666666666,96.0,8.0,8.0,43.0,11.0,7.0,0.25,1.75,3.0,0.8291561975888498,1.0,1.0,0.5309523809523807,2.4285714285714284,5.0,2.4285714285714284,5.0,0.0,2.75,1.299038105676658,0.25,0.3636363636363636,False
ttn,8.0,5.0,256.0,0.02166089523445072,0.760147991053258,0.0916787775258652,0.0046004568347358795,3.5179251953661864e-33,-2.3377115995673114,0.0212287346348319,0.6,0.00103796277767734,0.00111812871159641,-2.9841591198231714,0.02152141338100736,0.1333333333333333,120.0,10.0,10.0,53.0,13.0,7.0,0.25,1.75,3.0,0.8291561975888498,1.0,1.0,0.5309523809523807,2.4285714285714284,5.0,2.4285714285714284,5.0,0.0,2.6,1.2000000000000002,0.25,0.4615384615384615,False
