family,n_qubits,depth_setting,PC1,PC2,PC3,UMAP1,UMAP2
hea_ring,6.0,4.0,-0.5130379011035217,0.3321214753789414,-0.23877095443804358,2.368645,10.165606
hea_ring,6.0,5.0,0.5749285599067652,-0.05360856118295091,-0.35502940144479367,4.6541047,8.222834
hea_ring,8.0,1.0,-2.862052724947497,1.417462280805789,0.33977166777043016,3.693204,13.464897
hea_ring,8.0,2.0,-3.2946389797595472,0.7189185191183367,-0.7492701782654011,3.3815014,13.818825
hea_ring,8.0,3.0,-1.9699774441929052,0.33210685569627685,-0.7320686182011863,3.1994746,13.202727
hea_ring,8.0,4.0,-0.22352528852404524,-0.22223109520110906,-0.5958993595904134,2.565402,8.911285
hea_ring,8.0,5.0,1.4897461787632564,-0.8037148546734156,-0.5316906107091344,3.2766562,6.146799
symmetry_xy,4.0,1.0,4.109956514302813,0.3947092469174157,1.5342916655186387,4.82093,6.62042
symmetry_xy,4.0,2.0,1.2398777768090712,-0.6477706080699467,0.8518611172977271,5.5798216,6.699178
symmetry_xy,4.0,3.0,0.6501626426132107,-0.21510823670834,1.3119859031372616,5.90958,6.594218
symmetry_xy,4.0,4.0,-0.4052511238245186,0.04303413380475568,0.3873913275025302,3.2108226,10.399555
symmetry_xy,4.0,5.0,-0.4652366989596937,0.08804400192462544,0.08746493602286187,3.0574608,10.168137
symmetry_xy,6.0,1.0,4.651444511700206,2.069103783417218,-0.2649925780655313,4.5850215,6.8840137
symmetry_xy,6.0,2.0,0.7246567881003133,-0.22734274210926028,0.4944267306171936,5.6026297,7.2818837
symmetry_xy,6.0,3.0,0.4829026306859487,-0.3302478111452976,0.9481203073176027,5.904696,6.9155216
symmetry_xy,6.0,4.0,-0.27742582547700845,-0.35851136769821385,0.13039756366304858,2.5876539,8.353783
symmetry_xy,6.0,5.0,-0.05152716016401413,-0.5181093974929951,-0.1214993852260066,2.1210115,7.684508
symmetry_xy,8.0,1.0,5.375039003002135,3.958050875138406,-1.7891983410021939,4.505341,7.3112373
symmetry_xy,8.0,2.0,0.7354204207748184,0.1381087946146644,0.06884102213835061,4.9115696,7.796998
symmetry_xy,8.0,3.0,0.5295020900285913,-0.504891527484004,0.7649994521003491,5.877873,6.9483256
symmetry_xy,8.0,4.0,0.16298572051005442,-0.8103347278767397,0.14758872682682941,2.5085258,7.212101
symmetry_xy,8.0,5.0,0.7234040315547888,-1.1616575179057222,-0.010011316366479445,2.5282235,6.6606174
ttn,4.0,1.0,1.5697755684213872,-1.6569132259348083,-0.5147336300852821,2.6418335,6.012037
